UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
    9906   Words
    4527   Misrecognized
   54.30%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        0   100.00   begynt
       2        1    50.00   begã
       1        0   100.00   behag
       1        0   100.00   beholla
       3        0   100.00   behã
       1        1     0.00   bekant
       1        1     0.00   bekom
       1        1     0.00   bekã
       1        1     0.00   belackare
       1        1     0.00   belagd
       2        0   100.00   belã
       1        0   100.00   ben
       1        0   100.00   benen
       2        2     0.00   ber
       1        0   100.00   bera
       1        0   100.00   berberis
       1        1     0.00   bereda
       1        0   100.00   beredha
       1        0   100.00   bergdun
       1        1     0.00   bergsbygden
       1        1     0.00   bernoulli
       2        1    50.00   berã
       2        2     0.00   betala
       4        2    50.00   betalas
       1        1     0.00   betalningen
       1        0   100.00   betenckia
       1        0   100.00   betrachtar
       3        3     0.00   betydher
       1        1     0.00   betzel
       2        2     0.00   betzlet
       1        0   100.00   betã
       2        0   100.00   bewiå
      19       10    47.37   beå
       1        1     0.00   bibliå
       1        0   100.00   bien
       2        2     0.00   bijå
       1        1     0.00   billigt
       1        0   100.00   bilocularis
       3        0   100.00   bilã
       1        1     0.00   biã
       2        0   100.00   blad
       2        0   100.00   bladet
       1        1     0.00   blan
       2        0   100.00   blef
       3        3     0.00   bleff
       1        0   100.00   blefwe
       2        2     0.00   blefwen
       2        1    50.00   blefwo
       1        0   100.00   bleknar
       2        0   100.00   bli
       1        0   100.00   blif
       1        0   100.00   bliffua
       8        4    50.00   blifwa
       9        5    44.44   blifwer
       1        0   100.00   blifwin
       5        3    40.00   blifwit
       4        1    75.00   blir
       1        1     0.00   blixt
       2        2     0.00   bloden
       3        3     0.00   blodet
       2        0   100.00   blom
       1        1     0.00   blombladen
       1        1     0.00   blombladet
       2        1    50.00   blomhã
       1        0   100.00   blomma
       1        0   100.00   blomman
       7        1    85.71   blommans
       3        1    66.67   blommor
       1        0   100.00   blommorna
       1        0   100.00   blommornas
       2        2     0.00   blomå
       1        0   100.00   blotta
       2        2     0.00   blã
       1        0   100.00   bo
       1        1     0.00   bodhã
       1        0   100.00   boga
       1        0   100.00   boll
       1        1     0.00   book
       1        0   100.00   bor
       1        0   100.00   borde
       1        1     0.00   borden
       2        0   100.00   bordet
       1        1     0.00   borgen
       4        1    75.00   bort
       1        1     0.00   bortdrifwit
       1        1     0.00   bortgã
       1        1     0.00   bota
       1        0   100.00   botande
       1        1     0.00   boå
       1        0   100.00   brachte
       1        1     0.00   brakte
       1        1     0.00   brazile
       1        0   100.00   bref
       1        1     0.00   bringar
       1        1     0.00   briå
       1        0   100.00   broders
       2        2     0.00   bru
       4        1    75.00   bruk
       2        1    50.00   bruka
       1        1     0.00   brukar
       2        0   100.00   brukas
       2        2     0.00   brunnar
       7        5    28.57   brunnen
       2        2     0.00   brunns
       1        1     0.00   bruns
       1        0   100.00   brunå
       1        0   100.00   brynen
       1        1     0.00   brytning
       6        2    66.67   brã
       1        1     0.00   bu
       1        1     0.00   bund
       1        1     0.00   bunden
       1        0   100.00   bundit
       1        0   100.00   bundos
       1        1     0.00   burgundien
       1        0   100.00   burit
       1        1     0.00   buteae
       1        0   100.00   butus
      33        8    75.76   bã
      17        9    47.06   c
       2        2     0.00   ca
       1        1     0.00   caffee
       1        1     0.00   cal
       1        1     0.00   cam
       3        2    33.33   cap
       4        3    25.00   capella
       1        1     0.00   capua
       1        0   100.00   caratum
       1        1     0.00   carolus
       2        1    50.00   cauda
       1        1     0.00   caå
       3        0   100.00   cent
       1        0   100.00   ceptam
       1        1     0.00   ceraå
       1        0   100.00   cerebro
       1        1     0.00   ch
       1        1     0.00   charter
       1        0   100.00   che
       1        1     0.00   chelidonium
       1        1     0.00   chinchina
       1        1     0.00   chriå
       1        1     0.00   cht
       1        0   100.00   chte
       1        0   100.00   chter
       1        1     0.00   chwaden
       1        1     0.00   ciplar
       2        2     0.00   cit
       1        1     0.00   cives
       4        3    25.00   ck
       1        0   100.00   ckar
       1        1     0.00   ckas
       1        1     0.00   ckelig
       2        0   100.00   cker
       1        0   100.00   ckligheter
       1        0   100.00   ckning
       2        1    50.00   ckt
       1        0   100.00   ckte
       1        1     0.00   cktig
       1        0   100.00   ckå
       3        3     0.00   cl
       1        0   100.00   co
       1        1     0.00   columella
       2        2     0.00   comet
       2        2     0.00   cometen
       3        2    33.33   cometens
       3        3     0.00   cometerne
       1        1     0.00   connata
       1        1     0.00   connatae
       1        0   100.00   contraire
       1        1     0.00   contro
       2        2     0.00   conå
       1        1     0.00   cornutum
       1        1     0.00   corol
       1        1     0.00   corolla
       1        1     0.00   corollae
       1        1     0.00   corona
       1        0   100.00   corporis
       1        1     0.00   covade
       1        1     0.00   cracow
       1        0   100.00   crates
       1        1     0.00   cronans
       1        1     0.00   cronhielm
       1        1     0.00   cryå
       1        1     0.00   cu
       1        1     0.00   cue
       1        1     0.00   culoå
       1        0   100.00   cum
       1        1     0.00   curå
       1        1     0.00   cus
       1        1     0.00   cuå
       1        1     0.00   cynips
      21       13    38.10   d
       4        0   100.00   da
       1        1     0.00   dadlar
       1        0   100.00   dageliga
       3        1    66.67   dagen
       1        0   100.00   dagg
       1        0   100.00   dagh
       1        1     0.00   daghelighe
       1        0   100.00   daghlighan
       1        0   100.00   daktiga
       8        8     0.00   daler
       1        1     0.00   damnoå
      11        5    54.55   dan
       3        1    66.67   dana
       7        0   100.00   dane
       2        2     0.00   dannemark
       6        3    50.00   dant
       2        2     0.00   dar
       1        0   100.00   dare
       1        1     0.00   darna
       1        1     0.00   dd
       1        0   100.00   dde
      50        7    86.00   de
       1        1     0.00   declinat
       1        1     0.00   deel
       1        0   100.00   deg
       7        2    71.43   delar
       3        0   100.00   delen
       1        0   100.00   deles
       1        1     0.00   delig
       1        1     0.00   deliga
       1        1     0.00   deligen
       1        1     0.00   delphinium
       7        0   100.00   dem
      44       10    77.27   den
       9        3    66.67   denna
       5        2    60.00   denne
       1        1     0.00   dens
      13        2    84.62   der
       8        3    62.50   deraf
       7        0   100.00   deras
       1        0   100.00   derefter
       4        1    75.00   derfã
       2        1    50.00   derhã
       1        1     0.00   derifrã
       1        1     0.00   derlã
       2        1    50.00   dermed
       1        1     0.00   derna
       2        2     0.00   derne
       1        1     0.00   derofwanpã
       2        1    50.00   derpã
       1        1     0.00   ders
       3        1    66.67   derwid
       2        1    50.00   derã
       6        1    83.33   des
       1        0   100.00   desrum
       1        0   100.00   desutan
      38        9    76.32   det
       1        1     0.00   determinera
       1        1     0.00   dets
      10        3    70.00   detta
       1        1     0.00   deut
       8        4    50.00   deã
       1        0   100.00   deå
       1        1     0.00   dflifor
       1        0   100.00   dgã
       3        1    66.67   dh
       2        0   100.00   dha
       1        0   100.00   dhana
       1        0   100.00   dhant
       1        1     0.00   dhe
       6        4    33.33   dhen
       1        1     0.00   dhenna
       3        2    33.33   dhenne
       8        7    12.50   dher
       1        1     0.00   dheraff
       1        0   100.00   dherij
       6        5    16.67   dhet
       1        0   100.00   dhetta
       1        1     0.00   dheã
       1        0   100.00   dhra
       1        1     0.00   dhå
       1        1     0.00   di
       1        1     0.00   dianthus
       1        1     0.00   dicere
       1        1     0.00   dici
       1        1     0.00   diefwulens
       1        1     0.00   diei
       1        1     0.00   dielå
       1        1     0.00   dig
       1        1     0.00   digh
       1        1     0.00   digha
       1        1     0.00   dighaå
       1        1     0.00   dignitas
       2        1    50.00   digt
       1        1     0.00   dijt
       1        0   100.00   dit
       5        4    20.00   ditto
       1        1     0.00   diupt
       1        1     0.00   diupå
       3        2    33.33   diur
       1        1     0.00   diurs
       3        3     0.00   diverå
       5        5     0.00   diå
      13        6    53.85   doch
       4        3    25.00   dock
       1        1     0.00   doge
       1        1     0.00   domi
       1        0   100.00   domo
       1        1     0.00   dr
       2        1    50.00   dra
       1        0   100.00   drabba
       1        0   100.00   drack
       2        0   100.00   draga
       1        0   100.00   drager
       1        1     0.00   dragher
       2        1    50.00   drakaå
       1        1     0.00   drarna
       3        1    66.67   dricka
       1        1     0.00   drickandet
       4        3    25.00   dricken
       3        1    66.67   dricker
       4        3    25.00   drickes
       1        1     0.00   drifwande
       2        2     0.00   droppar
       1        1     0.00   drot
       3        3     0.00   drotning
       2        2     0.00   drotningen
       2        1    50.00   drucken
       3        1    66.67   drufwor
       1        0   100.00   drufworne
       1        0   100.00   dryck
       4        2    50.00   drycken
       1        1     0.00   dryckens
       1        1     0.00   dryckeslag
       1        1     0.00   drypel
       1        1     0.00   drypelens
       1        0   100.00   dryper
       2        1    50.00   drã
       1        1     0.00   dså
       2        1    50.00   dt
       1        0   100.00   dubbelt
       1        1     0.00   dublin
       1        0   100.00   dukas
       1        1     0.00   dulcem
       1        1     0.00   dulla
       1        0   100.00   duren
       1        0   100.00   dwkade
       1        0   100.00   dwã
       1        1     0.00   dygder
       1        1     0.00   dygnat
       1        1     0.00   dylyke
       1        0   100.00   dyrkan
       1        1     0.00   dzperå
      36        9    75.00   dã
      30       23    23.33   e
       1        1     0.00   eblodetz
       3        3     0.00   ecl
       1        1     0.00   ect
       1        0   100.00   ed
      12        5    58.33   edan
       3        1    66.67   eder
       1        1     0.00   edermehra
       1        1     0.00   edert
       6        4    33.33   edher
       1        1     0.00   edhra
       4        2    50.00   edt
       4        4     0.00   ee
       1        0   100.00   eedt
       1        1     0.00   eeld
       5        4    20.00   een
       1        1     0.00   eena
       3        1    66.67   eende
       1        1     0.00   eenetrã
       1        1     0.00   eeneå
       3        2    33.33   eer
       2        2     0.00   ef
       1        1     0.00   eff
      10        5    50.00   effter
       1        1     0.00   effterlyda
      12        3    75.00   efter
       1        1     0.00   efterkommanderna
       1        1     0.00   efterkonå
       1        0   100.00   egare
       1        0   100.00   egen
       2        2     0.00   egenå
       3        3     0.00   egg
       1        0   100.00   eghit
       1        1     0.00   egit
       1        1     0.00   egne
       1        1     0.00   egypti
       1        0   100.00   ehoo
       3        2    33.33   ei
       2        0   100.00   eij
      16        3    81.25   ej
       1        0   100.00   ekens
       1        0   100.00   el
       1        1     0.00   ele
       1        1     0.00   elieå
       1        1     0.00   elius
       1        0   100.00   eljeå
      48       19    60.42   eller
       3        2    33.33   ellieå
       1        1     0.00   embetes
       3        0   100.00   emedan
       1        1     0.00   emifloå
       4        2    50.00   emoot
       7        2    71.43   emot
       1        0   100.00   emottager
       1        1     0.00   emottagne
       1        0   100.00   emã
      84       19    77.38   en
       6        0   100.00   ena
       1        0   100.00   enda
       1        1     0.00   endalychtonne
       3        0   100.00   endaå
       6        2    66.67   ende
       1        1     0.00   endeels
       1        1     0.00   endes
       1        1     0.00   enes
       2        2     0.00   eneå
       1        0   100.00   enfaldiga
       1        1     0.00   engeland
       1        1     0.00   england
       1        0   100.00   enka
       1        1     0.00   enorna
       1        0   100.00   enotrã
       5        0   100.00   ens
       1        1     0.00   entantem
       1        1     0.00   enwã
       2        1    50.00   enã
       2        2     0.00   enå
       1        1     0.00   eos
       1        1     0.00   ep
       6        4    33.33   er
       1        1     0.00   erik
