UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
    8402   Words
    6247   Misrecognized
   25.65%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       2        2     0.00   cken
       1        1     0.00   cker
       1        1     0.00   ckerhet
       1        1     0.00   ckerheter
       4        4     0.00   ckt
       1        1     0.00   cktad
       1        1     0.00   cktigaste
       2        2     0.00   cktighet
       1        1     0.00   collegiers
       1        1     0.00   collegio
       1        1     0.00   commerce
       1        1     0.00   comminister
       2        2     0.00   comå
       1        1     0.00   contoir
       1        1     0.00   correspondenter
       1        1     0.00   creatur
       1        1     0.00   credit
       1        1     0.00   crona
       1        1     0.00   cronans
      11       11     0.00   d
       8        8     0.00   da
       4        4     0.00   dag
       3        3     0.00   dagar
       1        1     0.00   dagarne
       1        1     0.00   dageligen
       3        2    33.33   dagen
       5        5     0.00   dan
       2        2     0.00   dande
       1        1     0.00   dane
       1        1     0.00   dansade
       9        9     0.00   dant
       1        1     0.00   das
       2        2     0.00   dd
       1        1     0.00   dda
       1        1     0.00   ddare
       3        3     0.00   dde
       1        1     0.00   ddhã
      91       84     7.69   de
       1        1     0.00   defini
       1        1     0.00   definitionen
       1        1     0.00   definitioner
       6        6     0.00   del
       1        1     0.00   delacktige
       1        1     0.00   delen
       1        1     0.00   delig
       1        1     0.00   delsint
      25       22    12.00   dem
       1        1     0.00   demanter
      67       61     8.96   den
      16       15     6.25   denna
       1        1     0.00   deplatzen
      13       10    23.08   der
      11       11     0.00   deras
       7        7     0.00   derfã
       1        1     0.00   deri
       3        3     0.00   derigenom
       4        4     0.00   dermed
       1        1     0.00   dernes
       1        1     0.00   derom
       3        1    66.67   derpã
       1        1     0.00   derskifften
       1        1     0.00   dertil
       1        1     0.00   deruti
       2        1    50.00   derutinnan
       2        2     0.00   derwid
       4        4     0.00   des
       1        1     0.00   desintresserat
       6        6     0.00   dess
       4        4     0.00   dessa
      11       11     0.00   desse
       3        3     0.00   dessutan
       1        1     0.00   desto
     100       90    10.00   det
      16       15     6.25   detta
       2        2     0.00   dgas
       3        2    33.33   dia
       1        1     0.00   diant
       1        1     0.00   dieflar
       1        1     0.00   diefwul
       1        1     0.00   dierfhet
      12       11     8.33   dig
       2        2     0.00   digt
       1        1     0.00   din
       1        1     0.00   dit
       1        1     0.00   diuret
       2        2     0.00   dla
       1        1     0.00   dlidandes
       2        2     0.00   dning
       1        1     0.00   dningen
       2        2     0.00   doch
       7        7     0.00   dock
       2        2     0.00   doctor
       1        1     0.00   dogmatice
       1        1     0.00   dogmaticus
       1        1     0.00   dom
       2        2     0.00   domare
       1        1     0.00   domaren
       1        1     0.00   domares
       1        1     0.00   dommare
       1        1     0.00   domstolen
       1        1     0.00   doublera
       2        2     0.00   draga
       1        1     0.00   dragas
       2        2     0.00   drar
       1        1     0.00   dref
       1        1     0.00   dren
       2        2     0.00   dret
       1        1     0.00   dricka
       1        1     0.00   dricken
       1        1     0.00   drickspenningar
       1        1     0.00   drickz
       1        1     0.00   drifwa
       2        2     0.00   drifwande
       1        1     0.00   drotten
       1        0   100.00   drottningen
       1        1     0.00   druckit
       1        1     0.00   dryga
       8        6    25.00   drã
       1        1     0.00   ds
       1        1     0.00   dstuga
      18       18     0.00   du
       2        2     0.00   dubbel
       1        1     0.00   dum
       1        1     0.00   dumdristiga
       2        2     0.00   dumhet
       1        1     0.00   dumme
       1        1     0.00   dus
       5        5     0.00   dygd
       1        1     0.00   dygden
       1        1     0.00   dyra
       2        2     0.00   dyrare
       1        1     0.00   dyrkan
       1        1     0.00   dze
       1        1     0.00   dzel
      45       43     4.44   dã
       1        1     0.00   eder
       3        3     0.00   edert
       1        1     0.00   editionen
       8        5    37.50   effter
       1        1     0.00   efftertryck
       4        1    75.00   efter
       1        1     0.00   efterdã
       2        1    50.00   efterfã
       1        1     0.00   eftergrundningar
       2        0   100.00   egen
       1        1     0.00   egennyttan
       1        0   100.00   eget
       1        1     0.00   egnas
       1        1     0.00   egyptier
       1        1     0.00   eho
       9        9     0.00   ehr
       5        5     0.00   ehrenmenvet
       1        1     0.00   ehrenmenvets
       1        1     0.00   ehuru
       1        1     0.00   ej
       1        1     0.00   elak
       1        1     0.00   eld
       1        1     0.00   eljest
      22       16    27.27   eller
       2        2     0.00   elliest
       2        2     0.00   elã
       1        1     0.00   emedan
       1        1     0.00   emellan
       1        1     0.00   eminence
       3        0   100.00   emot
       1        0   100.00   emottaga
     110       27    75.45   en
       8        0   100.00   ena
       1        0   100.00   enahanda
       2        2     0.00   enda
       2        2     0.00   ende
       2        0   100.00   enfaldiga
       1        1     0.00   ens
       1        1     0.00   enslig
       1        1     0.00   envoijã
       1        1     0.00   enã
       1        1     0.00   equipage
       3        2    33.33   et
       8        8     0.00   etc
      32        7    78.12   ett
       1        1     0.00   ewighet
       2        1    50.00   exempel
      13       13     0.00   ey
       1        1     0.00   fabriquer
       1        1     0.00   fader
       3        3     0.00   fadren
       1        1     0.00   fahrsoter
       1        1     0.00   fallen
       1        1     0.00   faller
       1        1     0.00   fallit
       1        1     0.00   fallne
       2        2     0.00   falsk
       1        1     0.00   falska
       1        1     0.00   falskheten
       1        1     0.00   famn
       1        0   100.00   fann
       1        1     0.00   fans
       1        1     0.00   fant
       1        1     0.00   far
       1        0   100.00   fara
       1        1     0.00   farfar
       1        1     0.00   faseligit
       1        1     0.00   faseligt
       7        6    14.29   fast
       2        1    50.00   fasthet
       1        1     0.00   fattiga
       1        0   100.00   favorits
       2        2     0.00   feber
       1        1     0.00   fehl
       1        1     0.00   fel
       1        1     0.00   felacktighet
       1        1     0.00   fengt
       1        1     0.00   fet
       1        1     0.00   ffte
       1        1     0.00   fia
       2        1    50.00   fick
       1        1     0.00   fiendens
       1        1     0.00   fiender
       2        2     0.00   fierde
       1        0   100.00   fina
       1        1     0.00   finger
       1        0   100.00   fingo
       3        0   100.00   finna
       4        4     0.00   finnas
       1        0   100.00   finner
       1        1     0.00   finnes
       1        1     0.00   fiohl
       1        1     0.00   fiollugt
       1        1     0.00   fiorton
       3        3     0.00   fiã
       1        1     0.00   fjas
       1        1     0.00   flicka
       1        1     0.00   fliga
       1        1     0.00   flyktigare
       2        0   100.00   flã
       1        1     0.00   fogdar
       1        1     0.00   fogde
       3        3     0.00   folck
       2        2     0.00   folcket
       2        2     0.00   folk
       1        1     0.00   folkeslag
       3        3     0.00   folket
       1        1     0.00   folks
       1        0   100.00   foro
       1        1     0.00   fosterlandet
       1        1     0.00   fottrã
       3        0   100.00   fram
       1        1     0.00   framfã
       1        1     0.00   framsummo
       2        1    50.00   framt
       1        1     0.00   fransã
       2        2     0.00   fred
       1        1     0.00   fredric
       1        1     0.00   friga
       1        1     0.00   frigit
       2        2     0.00   frihet
       1        1     0.00   frikostig
       1        1     0.00   fring
       1        1     0.00   frisk
       1        1     0.00   frisprã
       1        1     0.00   fritalighet
       1        1     0.00   fritt
       1        1     0.00   fru
       1        1     0.00   fruckta
       1        1     0.00   frucktar
       1        1     0.00   fruentimmer
       2        2     0.00   fruentimmers
       1        1     0.00   fruentimret
       1        1     0.00   fruer
       1        1     0.00   frukt
       1        1     0.00   fruktar
       1        1     0.00   frukter
       3        3     0.00   frun
      23       10    56.52   frã
       2        2     0.00   fuller
       1        1     0.00   fullfã
       1        1     0.00   fullkomlighet
       1        1     0.00   fullkomlighetens
       1        1     0.00   fund
       1        1     0.00   funnit
       1        1     0.00   funnos
       1        1     0.00   furstars
       1        1     0.00   furste
       6        6     0.00   fwa
       1        1     0.00   fwad
       3        3     0.00   fwande
       1        1     0.00   fware
       1        1     0.00   fwe
       6        6     0.00   fwen
       1        1     0.00   fwentyr
       2        2     0.00   fwentyrs
       8        8     0.00   fwer
       2        2     0.00   fwerdã
       2        2     0.00   fwerflã
       1        1     0.00   fwerherren
       1        1     0.00   fwerheten
       1        1     0.00   fwerilades
       1        1     0.00   fwerkonung
       1        1     0.00   fwerlopp
       1        1     0.00   fwerlã
       1        1     0.00   fwermann
       2        2     0.00   fwermã
       2        2     0.00   fwertyga
       1        1     0.00   fwerwã
       1        1     0.00   fworne
       1        1     0.00   fyra
     228       86    62.28   fã
      10        7    30.00   g
       8        4    50.00   ga
       3        3     0.00   gade
       4        2    50.00   gaf
       1        1     0.00   gagn
       1        1     0.00   gagna
       1        0   100.00   gagnet
       1        0   100.00   galant
       1        1     0.00   galenskapen
       1        1     0.00   galoner
       9        4    55.56   gamla
       1        1     0.00   gammal
       2        1    50.00   ganska
       1        1     0.00   gar
       1        1     0.00   garne
       1        0   100.00   gatan
       1        1     0.00   gazetten
       4        4     0.00   gd
       1        1     0.00   gdar
       2        2     0.00   gde
       1        1     0.00   gemenligen
       1        0   100.00   gement
       4        2    50.00   gen
       1        0   100.00   genast
       1        1     0.00   general
       1        1     0.00   generelt
       1        1     0.00   genheter
       4        1    75.00   genom
       1        1     0.00   genomlas
       6        5    16.67   ger
       1        1     0.00   geri
       4        1    75.00   gerna
       1        1     0.00   gesã
       1        1     0.00   gflygande
       6        6     0.00   gfã
       1        0   100.00   gg
       2        0   100.00   gga
       1        1     0.00   ggande
       1        1     0.00   ggaren
       3        3     0.00   ghet
       5        1    80.00   gick
       1        1     0.00   gie
       1        1     0.00   gier
       1        1     0.00   gierna
       1        1     0.00   gifmildare
       1        0   100.00   giftermã
       3        3     0.00   gifwa
       1        1     0.00   gifwas
       2        2     0.00   gifwer
       2        2     0.00   gifwit
       1        1     0.00   gill
       1        1     0.00   giller
       2        0   100.00   gingo
       1        1     0.00   giord
       7        7     0.00   giorde
       1        1     0.00   giordes
       4        4     0.00   giordt
       2        2     0.00   giort
       1        1     0.00   giruge
       1        1     0.00   girughet
       1        1     0.00   girugheten
       1        1     0.00   git
      20       15    25.00   giã
       1        1     0.00   gjorde
       1        1     0.00   glad
       1        1     0.00   gladt
       1        1     0.00   glafwen
       1        1     0.00   glantz
       2        2     0.00   glas
       1        1     0.00   glimmar
       1        0   100.00   glitter
       2        1    50.00   glã
       4        3    25.00   gmod
       1        1     0.00   gmodig
       1        1     0.00   gnabbas
       1        0   100.00   gnar
       1        1     0.00   gniare
       7        6    14.29   god
       5        3    40.00   goda
       2        2     0.00   gode
       1        1     0.00   godo
       1        1     0.00   godt
       1        1     0.00   godz
       1        0   100.00   gom
      12        5    58.33   gon
       1        1     0.00   gonen
      11        2    81.82   got
       1        1     0.00   gott
      19        3    84.21   gra
       1        1     0.00   grader
       2        2     0.00   grafwen
       1        1     0.00   granlaga
       2        1    50.00   grann
       1        1     0.00   granna
       1        1     0.00   grannar
       1        0   100.00   grannare
       1        1     0.00   grannaste
       1        1     0.00   gre
       1        0   100.00   grep
       1        0   100.00   grepet
       1        1     0.00   grillsprã
       1        1     0.00   grinande
       2        1    50.00   gripa
       1        0   100.00   gripit
       1        1     0.00   gro
       1        1     0.00   grofwe
       1        1     0.00   gror
       1        1     0.00   grufwor
       2        2     0.00   grund
       1        1     0.00   grundad
       1        1     0.00   grundeligen
       2        2     0.00   grã
       1        1     0.00   gst
       2        2     0.00   gsta
       1        1     0.00   gt
       1        1     0.00   gubben
       6        6     0.00   gud
       1        1     0.00   gudar
       1        1     0.00   gudi
       2        2     0.00   gudinna
